,0,1
292,"Cho mình hỏi iphone 8 plus và iphone Xr giá gần tương đương nhau, pls có thể cho xin thông tin so sanh giữa hai cái này dc kh ạ? Đang phân vân giữa hai dong này...thanks nhé","Chào chị,  Ở sản phẩm Iphone 8 plus 64GB xét về hiệu năng thì thấp hơn 1 xíu so với Iphone XR 64GB . Có 2 camera sau 12 MP, camera trước 7 MP, Ngoài ra hỗ trợ xóa phông vô cùng ổn định. Màn hình sử dụng công nghệ  LED-backlit IPS LCD độ phân giải Full HD (1080 x 1920 Pixels) cho màu sắc cũng như độ tương phản tốt hơn hẳn. Cùng với màn hình rộng  5.5"" hỗ trợ kính oleophobic (ion cường lực) giúp người sử dụng cảm thấy vừa tay và an tâm khi va chạm nhẹ. Dung lượng pin 2691 mAhcó hỗ trợ Tiết kiệm... Xem tiếp ▾"
293,Gần đây mình vào safari luc bấm vào 1 trang web nào đó xong back lại thì bị delay khoảng 1-2s vuốt màn hình không được vậy là lỗi gì ạ,Chào anh  Dạ trường hợp này anh vui lòng kiểm tra giúp em phiên bản ios hiện tại của anh sau đó anh có thể cập nhật lên phiên bản ios mới nhất để được tối ưu về hiệu năng anh nhé.  Thông tin đến anh 
294,Ad ơi bên tgdd có ipad mini 5 chưa ak,"Chào anh, Dạ hiện tại bên em không có thông tin về việc kinh doanh sản phẩm anh yêu cầu ạ. Thông tin đến anh."
295,Qtv cho hoi sao minh xem YouTube thoi gian hoi lau chung khoang nua gio dong ho minh cam thay may no nong la sao qtv ? Nong qua co anh huống gì toi may ko vay ?,"Chào anh !  Dạ trường hợp này khi kết nối 3G/4G hoặc wifi để xem youtube máy sẽ nóng ấm lên, điều này là bình thường anh nha Thông tin đến anh."
296,Trả góp là phải trả trước bao nhiêu ạh,"Dạ chào chị Với thông tin chị cung cấp em xin tư vấn gói trả góp lãi suất 0% của công tài chính HomeCredit để chị tham khảo chị nhé: số tiền trả trước là 9.995.000₫ (50%), số tiền trả hàng tháng là 1.309.500₫ và chị sẽ trả trong vòng 8 tháng. Thủ tục chỉ cần CMND (từ đủ 20 tuổi đến 60 tuổi) và Bằng lái xe/Hộ khẩu. Nếu chị quan tâm và phù hợp với gói trả góp trên, chị vui lòng để lại số điện thoại bên em sẽ có nhân viên hỗ trợ chị làm hồ sơ online chị nhé. Mong nhận phản hồi từ chị"
297,Ad cho hoi xr 64g dung esim va nano sim. Vay 2 sim nay hoat dong cung luc nhu ssung ko a,"Xin chào bạn.  Điện thoại iPhone Xr 64GB có E-SIM và Nano Sim, cả 2 sim này có thể cùng hoạt động song song tương tự như các máy có hỗ trợ 2 sim thông thường bạn nhé. Xin thông tin đến bạn. "
298,S9+ còn bảo hành vậy đổi qua Xr bù khoảng bao nhiêu vậy ạ,"Chào anh Dạ nếu là sản phẩm mua mới tại Thegioididong.com, không có lỗi do người dùng và còn bảo hành thì bên em có hỗ trợ thu lại sản phẩm để anh đổi sản phẩm khác nha anh , anh có thể cung cấp ngày mua cụ thể và giá mua máy để em tính giúp anh giá thu lại tham khảo được không ạ? Mong nhận được phản hồi từ anh."
299,Bên mình có hỗ trợ thu đổi ip 7 plus sang ip xr ko?,"Chào anh Dạ nếu là sản phẩm mua mới tại Thegioididong.com, không có lỗi do người dùng và còn bảo hành thì bên em có hỗ trợ thu lại sản phẩm để anh đổi sản phẩm khác nha anh , anh có thể cung cấp ngày mua cụ thể và giá mua máy để em tính giúp anh giá thu lại tham khảo được không ạ? Mong nhận được phản hồi từ anh."
300,Bên mình có hỗ trợ thu đổi ip 7plus sang ip xr ko?,"Chào anh Dạ nếu là sản phẩm mua mới tại Thegioididong.com, không có lỗi do người dùng và còn bảo hành thì bên em có hỗ trợ thu lại sản phẩm để anh đổi sản phẩm khác nha anh , anh có thể cung cấp ngày mua cụ thể và giá mua máy để em tính giúp anh giá thu lại tham khảo được không ạ? Mong nhận được phản hồi từ anh."
301,Cmdd bằng lái xe em có đủ nhưng k có hộ khẩu,Dạ chào chị  Dạ CMND bản gốc từ đủ 20 tuổi đến 60 tuổi kèm bằng lái xe là đã tham gia mua góp được rồi chị nha. Không biết chị đang muốn trả góp sản phẩm trong bao nhiêu tháng với mức trả trước là 30% ạ Mong tin từ chị.
302,Mình đưa trước 30% đc k ạ,"Chào chị  Hiện chị trả trước 30% được nhưng sẽ có lãi suất chị nhé. Hiện chị muốn góp bao lâu và chị cho em xin giấy tờ tùy thân (cmnd, bằng lái xe/hộ khẩu hoặc hóa đơn điện) mà chị có để em kiểm tra gói lãi suất cho chị được không ạ? Mong nhận phản hồi từ chị."
303,Đang phân vân giửa 8plus với xr,"Chào anh. Dạ 2 sản phẩm iPhone Xr 64GB và iPhone 8 Plus 64GB về màn hình thì iPhone Xr 64GB màn hình 6,1 inch lớn hơn iPhone 8 Plus 64GB chỉ có 5.5 inch thôi nhưng bù lại độ phân giải của iPhone 8 Plus 64GB đến Full HD (1080 x 1920 Pixels) trong khi iPhone Xr 64GB chỉ (828 x 1792 Pixels ) thôi ạ, về camera thì iPhone 8 Plus 64GB trang bị 2 camera 12 MP hỗ trợ xóa phông và Lấy nét dự đoán,... về iPhone Xr 64GB chỉ 1 camera sau nhưng vẫn hỗ trợ xóa phông ngoài ra còn trang bị A.I Camera đó ạ, về ... Xem tiếp ▾"
304,Iphone này có tần số quét của miếng cảm ứng là 120Hz ko,"Chào anh, Rất xin lỗi để anh chờ lâu, hiện tại theo thông tin em kiểm tra được thì Iphone XR có hỗ trợ tần số quét cảm ứng là 120Hz anh nhé. Thông tin đến anh!"
305,"Mua XR có sạc nhanh đi kèm không ạ, hay là phải mua thêm sạc nhanh ?","Chào anh, xin lỗi vì đã phải để anh đợi lâu, hiện tại iPhone Xr bộ phụ kiện chuẩn đi kèm không có sạc nhanh anh nhé, nếu có nhu cầu dùng chức năng sạc nhanh anh cần phải mua thêm sạc nhanh của Apple ạ. Xin thông tin đến anh."
306,Ad cho hỏi là mình dán mặt lưng XR rồi giờ muốn dán lại thì chi phí hết bao nhiêu ạ ? Còn bảo hành thì phải,"Chào anh Nam, Dạ anh vui lòng phản hồi thông tin số điện thoại mua hàng để bên em có thể hỗ trợ kiểm tra và hỗ trợ thông tin đến anh được tốt hơn anh nhé. Mong phản hồi từ anh! "
307,iphone xr chơi liên quân không bật fps thì bị giật rất khó chịu và khi mở fps cao lên thì rất mượt vậy thế nào,"Chào anh,   Dạ trường hợp này anh thử tắt nguồn máy khởi động lại, kiểm tra lại đường truyền mạng thử xem sao anh nha.  Thông tin đến anh."
308,"Cho em hỏi là xr dc quảng cáo là pin trâu nhất , sao e mới mua xạc được 1 lần e chỉ lướt fb và nhắn tin mà pin chưa 1 ngày là gần hết pin , lúc e ko sử dụng khỏang 4 tiếng mở lên thì bị mất từ 4 đến 5% pin , như vậy là có bị lỗi ko ad?","Thân chào bạn ,  Trường hợp này sản phẩm của mình mới mua pin còn chưa được ổn định bạn thử kiểm tra lại tình trạng của máy sau khoảng 4,5 lần sạc bạn nhé. Thông tin đến bạn"
309,mua góp . trả trước bao nhiêu vậy ad?,"Dạ chào anh Với thông tin anh cung cấp em xin tư vấn gói trả góp lãi suất 0% của công tài chính HomeCredit để anh tham khảo anh nhé: số tiền trả trước là 9.995.000₫ (50%), số tiền trả hàng tháng là 1.309.500₫ và anh sẽ trả trong vòng 8 tháng. Thủ tục chỉ cần CMND (từ đủ 20 tuổi đến 60 tuổi) và Bằng lái xe/Hộ khẩu. Nếu anh quan tâm và phù hợp với gói trả góp trên, anh vui lòng để lại số điện thoại bên em sẽ có nhân viên hỗ trợ anh làm hồ sơ online anh nhé. Mong nhận phản hồi từ anh"
310,Bằng lái xe với hộ khẩu vẫn đc đúng k ạ,"Dạ chào chị  Dạ không được ạ, với giấy tờ quan trọng nhất để trả góp phải là CMND bản gốc từ đủ 20 tuổi đến 60 tuổi chị nha, nếu không có thì sẽ không tham gia mua góp được ạ, mong chị thông cảm. Mình vui lòng nhờ người thân có giấy tờ đầy đủ đứng ra giúp mình làm thủ tục chị nha. Thông tin đến chị. "
311,K có cmdd có bằng lái xe đc k ạ,"Chào chị, Rất tiếc khi mua trả góp thì chị phải có đủ CMND và Hộ khẩu hoặc Bằng lái xe mới được chị nhé. Thông tin đến chị."
312,Iphone xr này mua trả góp là mình trả trước bao nhiêu vậy ạ???,"Chào anh, Nếu anh đủ 20 - 60 tuổi thì anh mới có thể mua trả góp được anh nhé. Mời anh tham khảo gói trả trước 9.995.000₫ (50%) và góp trong 8 tháng(1.309.500₫) với lãi suất 0% của HOME CREDIT (Giấy tờ cần có CMND Bằng lái xe / hộ khẩu). Nếu anh đồng ý với gói trả góp này anh vui lòng cho em xin số điện thoại để bên em hỗ trợ làm hồ sơ online giúp anh ạ. Mong nhận phản hồi từ anh."
313,Cho mình hỏi 2 dãy loa của máy có phát ra âm thanh hết ko hay chỉ 1 bên thôi vậy ạ,"Chào chị,  Dạ với trường hợp này, em thấy máy có 1 bên loa bên còn lại là mic thoại chị nha.  Xin thông tin đến chị"
314,"Qtv cho minh hoi minh moi mua cai iPhone XR , minh ko sai sạc iPhone de sạc ma sai sạc du phong co được ko vay qtv ? Sai sạc du phong co anh huong gi toi pin hay ko vay ?","Chào anh,  Dạ, Iphone XR sử dụng sạc có dòng sạc 5V=1A ạ. Mình nên khi sử dụng sạc dự phòng có dòng sạc 1A sẽ không ảnh hưởng đến máy ạ. Xin thông tin đến anh"
315,"Qtv cho hoi minh vua moi mua con iPhone XR , minh co nen sạc pin 3 lan dau 8 tiếng ko vay qtv ? Nv tgdd bao minh ve sai sạc ba lan dau moi lan 8 tiếng ?","Chào anh ,  Máy có tự ngắt sạc khi PIN đầy nên anh chỉ cần sạc đầy , rút sạc là dùng được chứ không cần sạc 3 lần đầu 8 tiếng anh nhé.   Với các dòng điện thoại dùng PIN mới hiện nay thì không cần sạc 3 lần đầu 8 tiếng ạ. Thông tin đến anh ."
316,hôm qua cắm sạc ko vô điện rút cái đầu cắm vào máy 2 lần thì điện mới vào vậy shop,"Chào anh ,  Dạ có thể dây sạc còn mới chưa khít với ổ cắm điện hay chân sạc của Điện thoại ạ. Anh có thể kiểm tra và cắm lại cho chắc chắn là máy nhận sạc ạ . Thông tin đến anh ."
317,Mình có thể trả trước 4tr đc k ạ,"Dạ chào chị,  Dạ chị có thể làm hồ sơ mua trả góp sản phẩm với mức trả trước 3.998.000₫ (20%) được ạ, chị vui lòng cho em xin thông tin giấy tờ chị hiện có và chị muốn góp sản phẩm trong mấy tháng để bên em hổ trợ tư vấn giúp chị  Mong phản hồi từ chị!"
318,Ko bang lai xe tra gop duoc ko a,Chào anh Dạ anh đang có CMND và hộ khẩu không để bên em hỗ trợ anh làm hồ sơ ạ? Mong nhận được phản hồi từ anh.
319,Giá 19tr9 này được khuyến mại nên bao giờ vậy shop? Ip xr vs ip 8 cái nào chơi game mượt hơn ạ,"Chào chị,  Dạ về thời gian khuyến mãi thì rất tiếc hiện tại không có thời gian chính xác nha chị , cần thông tin chị có thể lêm web thế giới di động tìm sản phẩm để kiểm tra theo thời điểm đó ạ. Về chơi game thì hiệu năng của Iphone XR nhỉnh hơn so với Iphone 8 ạ. Xin thông tin đến chị!"
320,Cho mình hỏi: nếu mua trả góp iphonexr 64gb thì mình trả trước bao nhiêu %? Số còn lại phải trả trong mấy tháng? Mỗi tháng là bao nhiêu?,"Chào anh Hiện công ty tài chính HOME Credit hỗ trợ trả trước 9.995.000₫ (50%), góp mỗi tháng 1.309.500₫, số tháng góp là 8 tháng, lãi suất 0% với điều kiện đủ 20-60 tuổi có CMND Bằng lái xe / hộ khẩu. Nếu anh đồng ý với gói trả góp này có thể cho em xin thông tin số điện thoại để bên em tư vấn hỗ trợ anh được không ạ? Mong nhận được phản hồi từ anh."
321,hết bảo hành hai năm rồi ha ad?,Chào chị Dạ sản phẩm này được hỗ trợ Bảo hành chính hãng 12 tháng ạ. Nếu chị quan tâm đến sản phẩm thì chị có thể cung cấp cho em thông tin khu vực chị đang sống để em kiểm tra hàng giúp chị được không ạ?   Mong nhận được phản hồi từ chị.
322,Còn màu vàng k sop,"Chào anh.  Dạ siêu thị Thegioididong.com có hỗ trợ  màu vàng sản phẩm XR anh nhé, anh có thể thông tin rõ hơn về địa chỉ sinh sống để em có thể kiểm tra xem sản phẩm còn hàng tại khu vực không ạ.  Mong phản hồi từ anh. "
323,Cho mình hỏi ip xr hỗ trợ 4g cát mấy ạ,Chào anh Theo thông tin em tìm hiểu được thì máy hỗ trợ 4G LTE CAT 12 anh nha . Thông tin đến anh .
324,Chờ mình hỏi xr có khả năng chống nước tốt k nhưng sao mình rửa cái nước vào trong máy và phải đi sửa,"Dạ chào anh ! xin lỗi để anh đợi lâu ạ.  Khả năng kháng nước bụi tốt anh nhé, tuy nhiên nhà sản xuất đã khuyến cáo không nên thực hiện các thao tác trên anh nhé. Xin thông tin đến anh ạ !"
325,Minh lam cty trả gop qua thẻ ngân hang dc k như ntao vay ạ co nhân viên tư vấn giúp minh vơi,"Chào anh,  Dạ hiện tại anh vui lòng thông tin loại thẻ cũng như ngân hàng mình đang sử dụng để được bên em hỗ trợ thông tin đến anh ạ. Mong phản hồi từ anh."
326,"Em sd đt iphone XR nhg ko biết sd cách chụp ảnh xoá phông, nhờ ad hướng dẫn dùn",Chào chị !  Để chụp xóa phông trên iphone XR chị Chuyển sang chế độ chụp chân dung > Lấy nét vào chủ thể > Điều chỉnh khoảng cách từ camera ra xa hoặc lại gần chủ thể > Khi đã có được hiệu ứng xóa phông thì bấm chụp > Chụp xong có thể điều chỉnh độ mờ hậu cảnh. Chúc chị chụp được những bức ảnh ưng ý chị nha ! Chia sẻ cùng chị !
327,Iphone Xr 2 sim 2 sóng online hả shop,"Chào anh,  Dạ hiện tại sản phẩm hỗ trợ Nano SIM và eSIM anh nhé.  Thông tin đến anh !"
328,Màn hình máy Ip Xr vs Ip 7plus cái nào sắc net hơn ad,Chào anh Dạ theo thông số độ phân  giải màn hình thì iphone 7 plus vẫn cao hơn điện thoại iphone Xr  anh nhé Xin thông tin đến anh !
329,chụp đêm máy có tốt ko,"Chào anh,   Dạ với sản phẩm trên theo như em đánh giá thì máy cho chụp đêm tốt anh nhé. Tuy nhiên anh có thể ghé cửa hàng để trải nghiệm anh nhé.  Thông tin đến anh."
